image/key,en_caption_2,es_caption_2
9e6bf8c76213e3e0,A decorative plate with floral print.,Acercamiento de plato gravado con flores y palabra
9e747c390b4ab847,A white car in the showroom.,Automovil clásico color blanco siendo exhibido en salón
9e77438f3c6a27d8,A Japanese bento box.,"Refractario con alimentos japoneses, palillos y servilleta"
9e7d9d5f00af836d,A group of friends taking a picture together.,Grupo de amigos posando para selfi
9e9141f43c9a95c7,"Ruins of an ancient building, a plaque describing it and some new buildings behind it.","Ruinas arquitectónicas, información y mapa, edificios al fondo"
9ea2756b355abee5,A square metal manhole cover.,Acercamiento de tapa de alcantarilla de metal
9ea8cdaf4d7e3afc,Dogs standing in the garden.,Dos perros manchados en el jardín de la granja
9ee411201b840aad,A group of children wearing bags and caps.,"Grupo de niños humildes en la calle, personas limpiando al fondo"
9ef11adc456aa12d,Food on the table.,"Mujeres en la mesa, costillas, papas y platos servidos."
9ef17615efc16d84,A few women talking to a baby in its mother's arms.,Grupo de mujeres japonesas con un bebé celebrando
9ef1fc55aad5f36f,A cactus yellow flower in the green background.,Acercamiento de dos flores amarillas de cactus
9f15b4ef7f9954e0,A security guard standing in front of the door in the blue background.,Retrato de policía asiático en interior de casa azul
9f3b2579d5f70311,The woman and man playing musical instruments on the street.,Personas tocando instrumentos en la calle y publico a punto de donarles dinero
9f3f8898be9fb537,Rocks in the arches national park.,Toma aérea de montañas y cielo azul con nubes
9f449eab2f2d603f,Chinese chicken recipe garnished with coriander leaves.,Olla con carne de puerco agridulce.
9f57f1aa7e8ac223,A group of people in a boat.,Hombres y mujeres en un bote celebrando.
9f5bb460a2eb4136,Text written on the white wall.,Grafiti en la pared de la calle sola
9f69b5646009b1a5,An aerial view of mountains and the blue sea.,Paisaje de montaña y mar mediterráneo.
9f6f44504d3ce453,A fort with brick walls.,Parte superior de muralla de fortaleza de piedra.
9f77f56ad63a534c,A black and white window.,"Acercamiento de figura abstracta, imagen en blanco y negro"
9fac3f3bd2dbfb4e,People standing on the hill with mountains and trees around.,Personas reunidas en campo rodeado de zonas boscosas y montañas durante un evento.
9fc4cded7b202656,A portrait shot of a green plant.,Acercamiento de planta de cannabis en maceta
9fcfd3453c24acee,Empty glass jars.,Recipientes de cristal con tapa plateada sobre la mesa
9fefd4280ea16758,Sign board in front of the restaurant and bar.,Personas al exterior de restaurante conversando
9ff01f86d357d3f0,A macro shot of a wheat field.,Acercamiento de trigo en el campo
9ff21146333888fd,Flowers on a plant.,Flores de cerezo con fondo de cielo.
9ffccdd892411732,A greenish pond in a mountainous area with green trees around it.,Paisaje de lago en zona boscosa.
a025dd3f23d20c96,A house with several arches and a courtyard.,Fuente en medio de patio de estilo marroquí.
a02a334f76b064e1,Trees without leaves in a park with colored flowers on the ground.,"Árboles en el parque de la ciudad, monumento al fondo"
a041259adda42a96,A man wearing a red jacket and sunglasses is on the snow covered mountain.,Hombre posando para foto en medio de las montañas llenas de nieve
a04b755c596d28fb,A marble plaque with some sentences written on it.,Letreros de metal desgastados con información en la pared
a055b4695a0ee2ca,Three young women dancing at a party in a closed room.,"Mujeres bailando en interior de salón, camarógrafo filmando"
a05743c7c76f02e7,A car traveling on a curved road beside a hill.,Camión avanzando en la carretera sola
a0811049a4a31038,Two yellow dahlia flowers.,Acercamiento de dalias amarillas
a086941daff81dbf,Sitting arrangement with stones in a park.,Formación de rocas de escultura en bonito jardín
a0873699942d9d95,A hallway with graffiti on the walls leading to closed doors with light at the end.,Interior de edificio abandonado y descuidado en blanco y negro
a0b1d6afd079c50c,A historical Asian temple.,Ciudad antigua asiática y cielo azul
a0c8d6201e001326,An interior view of an empty barber shop.,"Interior de peluquería vacía antigua, imagen blanco y negro"
a0ca8586ef0cec22,An old cannons in a park surrounded by bare trees.,"Viejos cañones en el parque, árboles secos y cielo azul"
a0d67f9a0bf5d6cb,A woman holding a camera while sitting at a restaurant table and talking.,Mujer en restaurante con poca gente en la terraza
a0da242c21a9cf94,A city view of a decorated tower or minaret far away and three other towers nearby.,Torres de alto voltaje en medio de la ciudad
a0e010668d268922,A woman with sunglasses sitting beside a grill.,"Mujer en el campo, asador con carne y automovil blanco"
a0e8bb87589aebeb,A mosque with white clouds in the sky.,Exterior de la mezquita y cielo azul
a0f474784da91515,A person is holding a small bowl with white granules in their hand.,Mineral siendo sostenido por una mano.
a1011a724439eeb7,The classic red car parked in a parking lot.,Auto italiano clásico estacionado en calle empinada.
a10a04ee728f12bf,Twig of a cannonball tree.,Orquídeas silvestres colgando de una rama con fondo de hojas de árboles.
a113daa957a0f221,A red hut in the field and a river next to it.,"Contenedor en el campo decorado como cabaña, lago y bonito día soleado"
a11fe213e122692a,Office area with the sofa and plants in it.,Sala de estar moderna dentro de oficina.
a121d5c2e6179bfa,Bench in a monastery.,"Terraza de hacienda color rojo, banca y focos antiguos"
a12610de2b50f6a6,A scenic landscape beside the river.,Paisaje de fiordo nórdico entre montañas con cielo despejado.
a12f3946160a6095,The busy road in a street with blurred lights surrounded by buildings.,Avenida de ciudad con decorado de luces neón en la noche
a1556b496776f8a7,A crowd of people boarding at the station.,Personas entrando por torniquetes de estación de un medio de transporte.
a15e51222c485314,People sitting in the waiting area.,Grupo de personas en sala de juntas
a18087cc0fd8655f,A crowd surrounded by buildings.,Multitud de personas en explanada de la calle de la ciudad
a18ed3323d109626,A child sliding on a rock with two people in the background.,Montaña de piedra y personas con niño divirtiéndose
a19c6072b27ead99,A waste pipe outlet on the rock.,Tuvo ancho ondulado en tierra
a1a022596ce3ed9a,An aerial view of airplanes on the runway with the city in the background.,Vista de la ciudad y aeropuerto desde la ventana de un avión.
a1a3d44cf64d799e,Business people in a meeting.,Grupo de personas de negocios teniendo una reunión en sala de juntas
a1a990acad68f08c,The sea and mountains as seen from a ship.,"Vista de paisaje de mar, montañas y poblado desde ventana de embarcación."
a1c025399898eebd,Fried crayfish on the grill.,Carne de distintos tipos a la parrilla en cocina y chef.
a1d8c229454196b0,A yellow-billed stork on the grass.,Cigüeña caminando por el pasto.
a215699aff6bfe17,A landscape of ponds and mountains.,Paisaje de valles nórdicos con estanques en clima con neblina.
a22753aab40d8b5c,Heliconia stricta plant in the garden.,Diferentes tipos de plantas grandes en un jardín
a2411348bcc47b72,An injured man on a chair in the garden.,Hombre sentado en camastro debajo de carpa en el pasto.
a24cb5b83c466cb5,Three people looking at the elephant.,Elefante comiendo mientras personas observan en reserva natural.
a29092708d67def6,A steering wheel in a convertible car with red seats.,Interior rojo y negro de un automóvil de lujo
a2ad4fa0087c889f,An antique mini box on the wooden table.,Caja de madera con detalles metálicos y una pantera en la parte superior
a2c634448ba10288,An ancient stone wall with three pillars in front.,Restos de un edificio antiguo con columnas y una pintura mural
a2d9d4eb28ca3be2,A man and a woman speaking together into a mic.,Pareja enamorada cantando durante un evento.
a2e0cacc7330e540,A group of smiling friends on the street surrounded by shops.,Tres niños abrazados viendo a la cámara dentro de un mercado
a2e784b06b927501,A line of text written in ink on a corrugated metal wall.,Graffiti en valla de lámina.
a2e9f9f2322871d8,A flood in slum.,Río de aguas turbias en poblado rural.
a2fa1553c87fa54f,A cow on a grassy mountain slope.,Un animal pastando en la ladera de una montaña
a2fbd73b050a521f,Flowers in the garden.,"Bonito jardín con flores, montañas al fondo, cielo nublado"
a31a72b3075b4685,People walking in the city.,Personas caminando en la plaza de la ciudad en día soleado
a31d2d3d61e77e9d,A back view of a pair of legs leaving footprints in the sand.,Mujer caminando en la arena dejando marcadas sus huellas
a32820c0b6f5c552,A row of arches.,Acercamiento de arcos de puente
a35da32e26b8bb63,High-speed trains at platforms at the railway station.,Acercamiento de trenes bala en anden
a36e11751b783026,Dog sledding in winter.,Hombre en trineo jalado por perros en las montañas durante el invierno
a37c7d1c105d8727,A red brick house surrounded by trees.,Bonita casa de ladrillo en el campo
a3954eaefc74231d,A group of people walking in a beautiful landscape surrounded by trees and mountains under the blue sky.,"Hermoso paisaje de campo, pinos, lago y montañas con cielo azul"
a3a6428d0d5f6709,Purple heather in the forest.,Hermoso paisaje con flores lilas y arboles
a3aa33436ae35a3d,A white car is parked near an abandoned building.,"Exterior de casa y negocios sencillos en la calle, automovil estacionado"
a3b64c359e37dbc9,Blurred people at the airport.,Personas caminando en interior de aeropuerto
a3ba8c84d6ad1ebc,An old telephone.,"Máquina medidora con pantalla y números, dedo de persona"
a3f206cd5b648584,A close-up of a video game controller in a hand.,Mano sosteniendo un control de videojuego negro
a3fc79ae0b10f8cd,A traditional east Asian wall and a gate with trees in the background.,"Entrada a parque con arquitectura china, bosque al fondo"
a410b4794cb9350b,A black and white portrait of a man with a smiling face.,Retrato de hombre afroamericano sonriendo en blanco y negro
a422f788322d41b0,Cocktail and wine on a table.,Bebida de sandía junto a botella de vino
a42b32c53e87e491,A courtyard with modern and traditional architecture side by side.,Patio con piso y paredes decoradas
a46513c1147722a0,Green moss in glass jar.,Musgo verde en el fondo de una maceta de cristal
a4875f01c278a7b9,Two dogs standing in the rocks.,Dos perros mirando a la cámara a la orilla del mar
a4ac124b673e91e9,A man standing in a corner of a room.,Hombre de traje posando frente al logotipo de una compañía de software
a4ccb6391f8e3aeb,Fuyu persimmon fruit in two baskets on a table.,Tomates puestos en dos cestas pequeñas en una mesa
a4d214962d7cff5d,A woman and a child sitting in an empty stone paved street.,Una mujer y un niño sentados en una banqueta a la sombra
a4f5c7d96c33f196,Pair of black flip-flops.,Un par de sandalias negras en el piso
a515b259bea71de4,Vehicles stopped at an intersection of a broad street leading to a large building in the distant background.,Fotografía del siglo pasado de una calle con automóviles y un semáforo
a51f1cfa8815beef,A man standing between two women in white bridal gowns.,Hombre en medio de dos chicas con vestidos de novia en la calle
a52274d26e314743,People are at the resort at night time.,Jóvenes divirtiéndose en una fiesta en medio de la noche
a524ac17e13bf1be,A huge hemispherical sculpture with caves underneath carved out of a large rock.,Puesto de batalla construido en medio de una formación rocosa en Normandía
a533dea98cd748cf,Beautiful white roses in the garden.,Rosas blancas en medio de un jardín
a538799c0368c794,"Pie which is ready for baking, in a purple plate with golden edges.",Pay de manzana casero
a55ebeb37f7252c6,A metal sculpture showing a hammer and sickle over a globe and a star above them.,Monumento metálico en honor del socialismo
a562c6346ea9e8ad,Bicycles on a two level outdoor rack.,Estacionamiento de bicicletas en un parque de la ciudad.
a5767a8b834c48f4,A construction sign beside the dirt road with dry mountains in the background.,Letrero de advertencia de hombres trabajando en el camino en medio del campo
a5a1e81277bfe8b4,"A view of a cloudy sky with an orange streak above a restaurant, a parking lot and parked cars.","Vista de la ciudad en inverno, cielo nublado y pequeño arcoíris"
a5bf5674f1aaf2e4,An ancient Buddhist stupa or temple with a huge dome under a cloudy sky.,Templo budista rodeado de jardines un poco secos y cielo con nubes
a5c2da4fe9a5f07c,Black rabbit in the grass.,Pequeño conejito negro en el jardín
a5cda01d6f90e438,A smiling man sitting in a gray car with the driver side window rolled down.,Persona conduciendo automóvil eléctrico en la ciudad
a5e24c20c17b075f,Closeup of food on a plate.,Acercamiento a platillo de puerco frito y ensaladas
a606b3e3d78fc417,A group of people standing in a line next to plants in front of houses.,"Gran cantidad de personas formadas, casas tradicionales y jardín con arbustos"
a610b21a251ba8f9,An interior view of a commercial building with crowd walking in it.,Vista superior interior de un recinto con gran diseño y personas transitando en el mismo en la parte inferior.
a62bd3c35a887902,An interior view of a dome with sunlight.,Vista interna del domo de una iglesia.
a641d548e88ee382,A shot of the torso and legs of a woman in a running stance and its shadow on the ground in the sunlight.,Parte inferior de una mujer y su sombre corriendo en zona donde hay tierra.
a6478a1638644647,Martial artists stretching in a gym.,Personas calentando antes de una sesión de artes marciales dentro de un aula.
a660734c20107f25,Sim cards on a red mat.,"Clip, chips, llave y contenedor sobre superficie de color rojo."
a66a6a98cd1012f5,Red tropical flower surrounded by green plants.,Flor tropical y hojas entre más naturaleza endémica de algún lugar.
a68cb9282a900389,Closeup of a black dog with brown highlights.,Perro mirando fijamente de fondo paisaje invernal.
a68e20ecad10bf4f,A statue in the garden.,Estatuas en una glorieta rodeada de árboles en una ciudad
a6910b49eaf70dc8,People near the parthenon.,Columnas y ruinas de un antiguo templo griego
a69e3fb94375e161,A construction site at night.,Excavadora en un sitio de construcción de noche
a6a47b5ef5600998,Stylish design of jewellery.,Parte de un antiguo collar en exhibición para subasta
a6a92067bafc45af,People inside the cave.,Cueva poco iluminada con rocas y personas
a6aee41fd34dc5f2,An old man sitting in a chair on the street.,Anciano fumando en una banca en la calle con transeúntes
a6b1856103e11327,A plant with flowers in the garden.,Acercamiento a una flor amarilla de tallo largo en un jardín
a6c0c4c356db88d6,A cement wall with some red bricks.,Exterior de un edificio en ruinas con dos ventanas
a6d1ceaf17d78c0c,The table with a laptop and a seat near the window.,"Asiento vacío en un tren, computadora en un escritorio"
a6d748c9aa6587f5,A picture of the lights and a sign on the front of a bus.,Acercamiento al letrero de un camión encima de su parabrisas
a6d856deeb8e39a3,The mountains with trees in the fog.,Niebla matutina encima de los árboles de varias montañas
a6e5088ea471c2b8,Wooden craft showpiece on the wall.,Cuadro de figuras antiguas y texturas en la pared
a6e7bc6d391ac27a,Sea fish in the water.,"Peces, corales en el mar"
a6f020cbecc8d425,An aerial view of and old town fortress.,Vista aérea de una bahía y pueblo en la orilla del mar bajo el sol
a6f1f119bc99cfff,Fresh green vegetable leaves on the newspaper.,Lechuga fresca encima de un periódico
a6f7b35ceae92eb1,Japan air commuter at the airport.,"Avión despegando en la pista del aeropuerto, ciudad de fondo"
a7130913ad610019,An area of temperate coniferous forest.,Bosque con la mitad de árboles verdes y la otra mitad talados
a71cd036d905dbf1,A plant in the concrete water trough.,Planta saliendo de pequeño estanque artificial
a72f042ab623a09c,A skeleton statue on a wall.,Adorno de esqueleto en jaula sobre la pared
a74064a7b1a7c2db,Hardy banana trees and a green field next to it.,Campo de maíz verde a través de la ventana
a74cb7d793d308b0,An image of nissan patrol on the road from the back.,"Minivan color blanco en la carretera con un mensaje en la llanta de refacción, puesta de sol"
a76dcfa014fd2314,A portrait of a man holding a book in his hands.,Joven sosteniendo un letrero escrito a mano con fondo café claro
a774dc79a14d26e4,The beautiful red sky at sunset.,Bonita puesta de sol con cielo parcialmente nublado
a7c6faae6b5eb7c7,Fried dumplings on a white plate.,Dumplings en vajilla asiática.
a7e6858d9a20be9a,Sun shining through a cloudy sky.,Foto distorsionada de un sol naciente detrás de las nubes
a7f9d67f8f7bd8c0,A beautiful flower bed in the garden.,Adornos de flores blancas y rojas en medio de un parque bajo el sol
a803f57f276195f3,Cars parked on a road next to a mosque.,Avenida transitada y mezquita y minaretes de fondo
a80531a76936a34a,A man playing an accordion near the table.,Hombre conectado el acordeón al amplificador en salón colorido
a81f4f698ed913e8,A purple flower in the garden.,Acercamiento de flor de clemátide púrpura
a83075a76b358f26,Staghorn club moss in the water.,Musgo verde en el estanque de bosque
a83157cd1d2bd178,Potato gnocchi on the white plate.,Platillo turco tradicional servido en plato plano.
a844c75c791b63ed,A muddy and grassy field with rows of huts and trees in the background.,Zona rural en medio de la naturaleza y charcos con lodo.
a858fa639b5fb7ce,Three men sitting on the pier.,Tres amigos sentados en el muelle mirando el mar y el atardecer.
a8590e47623f9e14,A modern concrete conical structure with a broadcast tower in the background and a fence in the front.,Estructura arquitectónica atractiva visiblemente rodeada de áreas verdes y edificaciones.
a864a399d2f6c0b6,A back view of a woman sitting on top of steps leading down into a large green field with trees in the distance.,Chica sentada al pie de escaleras sobre un tapete observando el campo a sus alrededor.
a871c63956ae98d5,A mandolin with a stand on the floor in the dark.,Mandolina eléctrica con fondo negro.
a87e419c3259952d,Wooden hot tub filled with water.,Bañera de hidromasaje de madera bajo de una construcción con cimientos de madera.
a888b38ff1b569df,The facade of a modern building.,Área de ventanales de un edificio.
a88cf9722f76deeb,A gray mouse on a black mouse pad.,Mouse con cable sobre alfombrilla para manejarlo.
a8a1e9c673f9f7a6,A lizard on a leaf.,Iguana verde sobre una hoja de planta.
a8b286832f5b254b,Dim sum served in a wooden bowl.,Dumplings servidos en platos circulares de madera adornado con un brócoli.
a8b490f2be291f89,An entrance way of some ancient stone ruins.,"Ruinas de origen Maya, sitio protegido de día."
a8bac9d87c913390,A group of men with similar t-shirts and shorts posing together on a path in the forest.,Grupo de hombres posando para foto en un sendero en medio de un bosque de día.
a8d969772713727b,A portrait of a flamenco dancer.,Mujer bailando con una chalina con flequillos.
a8da7e607b243454,A view looking up at several levels of escalators with lights underneath them.,Zona de escaleras eléctricas en un centro comercial.
a8e8642ad5e1c2b0,The interior of a metro train.,Línea de metro pegada arriba de las puertas del mismo.
a90bc0236ec092f7,An aerial view of a large city square with a statue in its center.,Vista de ciudad con glorieta y vías vehiculares muy transitadas.
a9123e735dab0ab4,A view of a wooden dining table and chairs through a circular doorway.,Interior de cabaña con muebles todo hecho de madera.
a91551a6e62da276,Wild African giraffes on a grassy plain.,Grupo de jirafas caminando por la pradera de la estepa bajo el sol
a917b38669bd7d71,Three men standing near a large glass case on a table with a bright window in the background.,Hombres trabajando al interior de un taller de materiales varios.
a919cd7d332bba81,A group of people practicing martial arts together.,Hombre recibiendo una patada en el vientre en demostración de karate frente a niños
a91e2f9f5fc8543b,Shadows of a person and a pole on a crosswalk.,Fotografía de la sombra de un hombre y un poste sobre el paso peatonal de una avenida
a92372900185600f,Birch trees in a grassy muddy field in the autumn.,Camino a través de árboles y pasto de día en otoño.
a92fb2e1ee320bd8,A portrait view of the two blue tailed bee eaters on the stem.,Par de pájaros sentados en una rama en fondo de naturaleza desenfocado.
a9341af922940b28,Salad with shrimp in a white plate beside the forks.,Ensalada verde aderezada servida en plato sobre mesa.
a93cdefe9202fa94,A pair of shoes arranged with their front touching each other.,Flats sobre piso de terracería.
a94f38969164068a,A person snowboarding in a slope in a valley between mountain ranges with large clouds in the distance.,Esquiador deslizándose colina abajo sobre la nieve bajo el sol
a9578e7ac9cf39cb,A person with glasses.,Hombre asiático con lentes y bufanda
a963231df1909fcf,Steam coming out of vents in the ground in a mountain landscape.,Paisaje de humo en medio de la naturaleza a través de una mira redonda.
a96639445c1343b3,A race car driving on a curved track.,Auto de carreras sobre la pista y en gradas publico observando.
a970a1c952fca325,A close-up of checkerboard cookies on a white background.,Galletas de cocoa y mantequilla en una superficie blanca
a97d966f9170f0d9,Pile of wood on the stones.,"Pilas de madera, piedras apiladas y pequeña jaula de madera"
a98b1796b94e76b1,An ancient temple entrance with a red arch.,Gran construcción con arquitectura china
a9998a028ee81d1f,An empty road going uphill through a gateway with a cabin beside it.,Arco de arquitectura china en el camino y autos estacionados
a9a902eb6ada95fd,A red forklift truck lifting a large box.,Montacargas color rojo moviendo una carga pesada al aire libre
a9adcbbf119a7515,An old house with a mud road in front.,"Bonita casa color verde con barda, camino y árboles en el pueblo"
a9af15ee6ef64d35,A close-up of several purple lavender flowers on stalks.,Acercamiento de flores lilas en el campo
a9d4205fcc971b92,A passport with a flight ticket.,Pasaporte encima de un boleto de avión
a9e04cef96829459,People with bottles in hand waiting for water.,Hombres a las afueras de una casa levantando botellas de plástico
aa1a5dd9ed64ce45,A woman touching a drain pipe on a tall building by a street.,Foto en blanco y negro de una calle antigua y una mujer de pie
aa4b39f164bf5978,A meal plate with veggies and red beans.,Acercamiento de platillo con pollo vegetales y frijoles
aa4eb165e4a47240,A man on the tree with a rope.,Hombre escalando una palmera de cocos visto desde abajo
aa82782c04d6dae3,A black car on the road.,Automovil negro estacionado y arboles al fondo
aa82e2eb25ab6c58,A group of students with their laptops working at a table with other groups in the background.,Grupo de personas dentro de salón tomando clase
aa8d23cf6a11f9e9,A packet of snacks and a glass with a drink on a seat tray in a flight.,"Asientos de avión, mesita, botana y bebida"
aaaf32c348c6ab9d,A waste with logo to reduce footprint on the street.,Botella rota en el suelo.
aab11142419ed92b,Gymnastics at the gymnasium and philippine flag hanging on the wall.,Gimnastas y entrenadora en gimnasio.
aabdd4d863d51c7f,A man mowing the grass in the garden.,Hombre podando el césped.
aace4714cf96e6ea,Night blooming jasmine plant in the garden.,Albahaca creciendo en el jardín.
aaeb22e9bce6542f,Rocks in a stream with some ice in it.,Olas de mar y rocas.
ab03a583e1827cb5,Sand dunes with shadows of people sitting on camels.,Sombra de personas y camellos en la arena.
ab127af363a15ae8,Arranged tables and chairs in the restaurant.,Mesas de restaurante vacías.
ab1cfb2411c27b11,A man sitting on the motorized cooler.,Hombre sentado en carrito-hielera junto con otras personas en un espacio.
ab201d102f8e72ed,An x- ray of human foot.,"Radiografía de pie, puntualizando al Hallux."
ab23bc35fbe1891c,A house in a rural area surrounded by trees under the blue sky.,Cabaña en medio del bosque y camino de terracería.
ab36831bb26ea781,Ancient stone ruins in a field.,Ruinas de ciudad antigua en día soleado
ab41b589aa434924,A construction site with background of mountains and trees.,Construcción en las montañas.
ab55c46d2276f323,Fried fish fillet and lemon on the white plate.,Pescado frito con limón y especias servido en plato extendido.
ab64310619e40993,Browning curry and wooden spoon on the stove.,Olla con guisado caliente y palita de madera
ab6c0d7db02ef27b,An aerial view of land from the airplane window.,Vista aérea de una ciudad desde la ventana de un avión.
ab73cefeaea58bb2,People standing on the road surrounded by trees.,Mujeres y hombre fuera de una casa color gris bajo el sol
ab752715a80c7e91,Two hens standing on a brick wall surrounded by trees and houses.,Ramas y hierba en la parte trasera de una casa entre árboles
abb3701011761d7f,Acura rsx cars parked in the workshop.,Coche blanco de lujo estacionado en un garaje
abc1b2539b4bdaa7,A gaur standing in the field.,Búfalo con cuernos grandes comiendo hierba bajo el sol
abdda67adc2bc4fe,White clock tower with america and Japanese flag next to it.,Edificio con exterior color blanco y torre de reloj durante la noche
abee26b0b63411dd,A group of people working on their laptop.,Jóvenes trabajando en escritorios con computadoras en un salón
abf48f1227b43fda,A portrait shot of iguana facing towards the left side.,Primer plano de una iguana posada en una roca
ac01dd2cb8c92298,A dish of young chicken eggs with garlic and onion on the table.,"Ensalada de papas con carne, vegetales y hongos en un plato negro"
ac1e47a644d5c9db,A lady jumping in the field.,Mujer con ropa blanca saltando sobre la hierba en una pradera bajo el sol
ac300b935da1dc72,Snapdragon flowers in the garden.,"Flor boca de dragón con pétalos blancos en un jardín, primer plano"
ac3dca349be3d3b9,A small hut in the field and coconut trees next to it.,"Choza en medio de una pradera en la jungla, palmeras y pasto verde"
ac573e48e3b38c0d,An aerial view from a plane of a city and some fields.,Vista aérea de una ciudad bajo el sol
ac87c4785729c040,Outdoor living and swimming pool villa.,Terraza en una casa junto a la piscina bajo el sol
acac14fe2f0cd83e,A white mushroom in the ground surrounded by grass.,Hongo color blanco y café en la tierra mojada
acc02af433d45f3e,Roots on the path of forest.,Ramas y raíces de árbol en un camino de tierra
acd5ca8a19a621f0,A group of people working together in a closed room.,Hombres con computadoras en escritorios dentro de un salón
ace2ac95d203f172,Two washing machines in a laundromat.,Lavadora y secadora color blanco dentro de un armario
acfb77876b46adee,A smiling young lady in a white background.,Mujer rubia sonriendo a la cámara frente a una pared blanca
ad28241c3c820322,Palm tree with fruits.,Frutos amarillos y verdes en una palmera bajo el sol
ad2c5091d7e06991,A river surrounded by buildings and trees.,Edificios en un parque bajo el sol y cielo azul
ad39b771ffde153f,A polar bear is swimming.,"Oso polar de pelaje blanco nadando bajo el agua, luz del sol"
ad5460efd0ab423f,"Rainbow colors, abstract background for design gradient.",Diseño abstracto de diferentes colores gradiente
ad591e9a0fca85ab,A trailer is parked in a parking lot.,Caja de un tráiler en un cajón de estacionamiento al aire libre
ad5a29e547ad8c7e,A macro shot of two young people standing and giving speech on the stage.,Dos hombres con camisa hablando al micrófono en una exposición
ad5de441bb2a0b9e,A rusted metal iron box on the ground surrounded by grass.,Vieja máquina expendedora de gasolina sobre la tierra bajo el sol
ad60426d106799ec,A close up view of a clown standing in a park surrounded by trees.,Estatua de payaso en medio de un parque bajo el sol
ad666744ef5d268c,A street surrounded by commercial buildings.,Calle iluminada de noche rodeada de altos y modernos edificios
ad7093bf507f4b98,A group of people beside the cathedral.,Foto decolorada de visitantes en una plaza frente a una iglesia
ad81166a817acf75,Military vehicles with soldiers on road are surrounded by trees and buildings.,Dos tanques militares en un desfile por la calle bajo el sol
ad8950ff3716e6fc,Information is displayed on a board.,Pantalla con mensaje sobre evento de programación en 2018
ad8b60a80ed441f6,The water fountain in the background of orange building and trees on the street.,Fuente en parque dentro del vecindario.
ad9d3d0b5006aab2,A group of people standing near a glass door.,Personas reunidas en la calle donde nieva.
ada5076a802117da,The fresh fish in the market.,Pescado fresco para venta.
add4a414399a8900,Yellow flowers in the garden.,Pequeñas flores amarillas silvestres creciendo en el campo.
ade492167a2cc6ca,Cars on the two way road are surrounded by buildings and trees.,Vista desde parte alta de carretera transitada al costado de la ciudad.
ae0deebd372a0619,Mythological creatures in the garden.,"Jardín lleno de gnomos, blanca nieves y enanos"
ae37c5891fc21f92,Graffiti on walls of a hut in the mountains.,Arte en pared de casa cercana a las montañas.
ae44daa87b89ca4c,Raw meat on a white plate.,Trozos de carne con salsa en un plato blanco
ae4fac454671a93f,Interior of a hotel bedroom.,Sofá junto a la ventana en una habitación con paredes blancas
ae6c666b016d8d4d,Lacy phacelia flowers in the garden.,Primer plano de flores púrpura con blanco en un jardín verde
ae8884b9fe7e61ae,The tapir sitting beside the rock wall.,Tapir recostado durmiendo sobre la tierra en un zoológico bajo el sol
ae987f41ff7d7121,A group of people standing on the field.,Gente reunida en campo de zona boscosa.
aea5d5a4d2e2333b,A cute little mouse sitting on a pile of seeds in a square pot.,Pequeño ratón en un contenedor comiendo semillas
aea7b4671c4dc1ea,Sunset on the lake.,Puesta de sol en el mar abierto
aebbdd29f0521c29,Cathedral on the river bank.,Iglesia al costado de río.
aed32a5fa2096705,White flowers with a blurred background.,"Primer plano de un cerezo en las ramas de un árbol, cielo azul"
aef1a42597adc655,Birch tree truck.,Nido hecho con pequeñas ramas en el tronco de un árbol
aef2f25ff160846f,A building beside a river in the evening.,Palacio a la orilla de un río con cielo azul de fondo
aef73236856e88e4,Woman practicing yoga.,Mujer practicando yoga sobre una colchoneta azul
af04ae2350cc12b5,A river beside mountains.,"Isla con montaña alta, naturaleza y mar abierto"
af15263a292e2829,A close-up of a stone sculpture of a person with wings under an arch.,Escultura de ángel antigua y descuidada
af259e0abcfba646,Stingray swimming in an aquarium.,Mantarraya vista a través del vidrio de un acuario
af2c92f9c5688b31,A metal truss railway bridge with two huge support pillars on a river and a background of a mountain side with a tunnel.,Puente alto sobre rio y montaña con bosque
af3b654b09075c44,Two people are sitting and posing together.,Dos hombres jóvenes sentados en las gradas de un recinto deportivo
af4a81821813ea5d,A group of people walking on the street surrounded by buildings at night.,Gente caminando en una calle con restaurantes durante la noche
af5f7d90e72a82d7,People are sitting at a table in a restaurant with some posters on the wall behind.,Hombres y mujeres asiáticos sentados a una mesa de madera en un restaurante
af61c620ab36145a,Snowboarders in action.,Hombre esquiando sobre nieve con pinos y gente al fondo
af6e45d2e9a8b7a3,Shanghai interchange overpass and elevated road with a spherical structure and buildings around them.,"Avenida de ciudad, rascacielos y puente peatonal"
af994b6f89d74a67,Mountain landscape with blue sky.,"Parte alta de una montaña rocosa con tiendas de campaña y chozas, cielo azul"
afa15f4126eec4f2,Dried leaves in the mud at the base of a tree trunk.,Hojarasca al pie de un árbol
afa3a35ff07863d4,A mountain covered with dry grass with a small shed beside it under a blue sky with clouds.,Casa pequeña al pie de una montaña árida bajo el sol
afb53bf693ab9062,A portrait view of a smiling young man wearing black suit against the wall.,Hombre joven caucásico con saco y camisa frente a una pancarta
afc1b05804e87ea0,Grilled sandwich with cheese and meat in it.,Acercamiento a sándwich a la parrilla de huevo y salchichas y fondo blanco
afc72403bdcb2b20,Purple echinacea flowers on stalks in a bush.,Acercamiento a girasoles rosados y abejas extrayendo alimento de ellas.
afcb142d549dc017,Portrait of a woman looking up.,Retrato de chica en blanco y negro.
